recipeVersionId,recipeId,primaryProtein,primaryCarb,eggEquivalentUnits,dairyOccurrence,dairyCodes,plantProteinMain,pastaRicePrimary,avocadoG,ingredientCodes
base:recipe-version:uovo-sodo-e-crackers:b92d407cf54f5e44,base:recipe:uovo-sodo-e-crackers,eggs,crackers_rusks_cakes,1,false,,false,false,0,uovo|crackers
base:recipe-version:v6-couscous-con-gamberi-e-broccoli:cacc7a666bf66029,base:recipe:v6-couscous-con-gamberi-e-broccoli,fish,other_grains,0,false,,false,false,0,couscous|gamberi|broccoli|olio
base:recipe-version:v6-couscous-con-pollo-e-carote:d861a05c3d30d7fb,base:recipe:v6-couscous-con-pollo-e-carote,poultry,other_grains,0,false,,false,false,0,couscous|pollo|carota|olio
base:recipe-version:v6-crackers-integrali-con-hummus-e-carote:f06cae1e98dec421,base:recipe:v6-crackers-integrali-con-hummus-e-carote,legumes,crackers_rusks_cakes,0,false,,false,false,0,crackers_integrali|hummus|carota
base:recipe-version:v6-farro-con-tonno-e-radicchio:a2aa957d5bcb6ace,base:recipe:v6-farro-con-tonno-e-radicchio,fish,other_grains,0,false,,false,false,0,farro|tonno_naturale|radicchio|olio
base:recipe-version:v6-fette-integrali-con-burro-di-arachidi-e-confettura:72fcd8752957f6a3,base:recipe:v6-fette-integrali-con-burro-di-arachidi-e-confettura,,crackers_rusks_cakes,0,false,,false,false,0,fette_integrali|burro_arachidi|marmellata
base:recipe-version:v6-gallette-di-riso-con-burro-di-arachidi-e-banana:0662b0d58a819f7a,base:recipe:v6-gallette-di-riso-con-burro-di-arachidi-e-banana,,crackers_rusks_cakes,0,false,,false,false,0,gallette_riso|burro_arachidi|banana
base:recipe-version:v6-grano-saraceno-con-manzo-e-funghi:d004b061ebe7cd7e,base:recipe:v6-grano-saraceno-con-manzo-e-funghi,red_meat,other_grains,0,false,,false,false,0,grano_saraceno|manzo_magro|funghi|olio
base:recipe-version:v6-kefir-con-banana-e-pistacchi:6663fc9362c6db18,base:recipe:v6-kefir-con-banana-e-pistacchi,milk_yogurt,,0,false,,false,false,0,kefir|banana|pistacchi
base:recipe-version:v6-latte-avena-e-banana:2d8c1f81a04cbfae,base:recipe:v6-latte-avena-e-banana,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|avena|banana
base:recipe-version:v6-mini-panino-con-bresaola-e-carote:f4a50d7eba0d1cff,base:recipe:v6-mini-panino-con-bresaola-e-carote,cold_cuts,bread,0,false,,false,false,0,pane_bianco|bresaola|carota
base:recipe-version:v6-mini-panino-con-tacchino-e-spinaci:f554c16213f54aa1,base:recipe:v6-mini-panino-con-tacchino-e-spinaci,cold_cuts,bread,0,false,,false,false,0,pane_bianco|tacchino_affettato|spinaci
base:recipe-version:v6-orzo-con-tacchino-e-zucca:03634e841f0aec0c,base:recipe:v6-orzo-con-tacchino-e-zucca,poultry,other_grains,0,false,,false,false,0,orzo|tacchino|zucca|olio
base:recipe-version:v6-pane-di-segale-burro-di-arachidi-e-pera:949d5ac5223fb3e8,base:recipe:v6-pane-di-segale-burro-di-arachidi-e-pera,,bread,0,false,,false,false,0,pane_segale|burro_arachidi|pera
base:recipe-version:v6-pane-integrale-burro-di-arachidi-e-banana:7ed21ce5cd13d99d,base:recipe:v6-pane-integrale-burro-di-arachidi-e-banana,,bread,0,false,,false,false,0,pane_integrale|burro_arachidi|banana
base:recipe-version:v6-pane-integrale-con-hummus-e-spinaci:1ba508863e4ce1bf,base:recipe:v6-pane-integrale-con-hummus-e-spinaci,legumes,bread,0,false,,false,false,0,pane_integrale|hummus|spinaci
base:recipe-version:v6-pane-integrale-con-pollo-e-zucca-arrosto:d29d09614bd2ff7b,base:recipe:v6-pane-integrale-con-pollo-e-zucca-arrosto,poultry,bread,0,false,,false,false,0,pane_integrale|pollo|zucca|olio
base:recipe-version:v6-pasta-al-ragu-leggero-di-manzo:8ccd58ff43dcb868,base:recipe:v6-pasta-al-ragu-leggero-di-manzo,red_meat,pasta,0,false,,false,true,0,pasta|manzo_magro|passata|carota|olio
base:recipe-version:v6-pasta-con-branzino-e-zucchine:4d2f780150b38086,base:recipe:v6-pasta-con-branzino-e-zucchine,fish,pasta,0,false,,false,true,0,pasta|branzino|zucchina|olio
base:recipe-version:v6-pasta-con-calamari-e-pomodoro:776c1b90947dc181,base:recipe:v6-pasta-con-calamari-e-pomodoro,fish,pasta,0,false,,false,true,0,pasta|calamaro|pomodoro|olio
base:recipe-version:v6-pasta-con-gamberi-e-zucchine:dd40348d582dc3cf,base:recipe:v6-pasta-con-gamberi-e-zucchine,fish,pasta,0,false,,false,true,0,pasta|gamberi|zucchina|olio
base:recipe-version:v6-pasta-con-nasello-e-zucca:7bc29a7e5814c184,base:recipe:v6-pasta-con-nasello-e-zucca,fish,pasta,0,false,,false,true,0,pasta|nasello|zucca|olio
base:recipe-version:v6-pasta-con-pollo-e-broccoli:de3fc0b129ecc413,base:recipe:v6-pasta-con-pollo-e-broccoli,poultry,pasta,0,false,,false,true,0,pasta|pollo|broccoli|olio
base:recipe-version:v6-pasta-con-pollo-e-radicchio:9033e2196f9502d9,base:recipe:v6-pasta-con-pollo-e-radicchio,poultry,pasta,0,false,,false,true,0,pasta|pollo|radicchio|olio
base:recipe-version:v6-pasta-con-salmone-e-porro:5793a4d6fe797246,base:recipe:v6-pasta-con-salmone-e-porro,fish,pasta,0,false,,false,true,0,pasta|salmone|porro|olio
base:recipe-version:v6-pasta-con-sgombro-e-cavolo-cappuccio:eff554c976679eb2,base:recipe:v6-pasta-con-sgombro-e-cavolo-cappuccio,fish,pasta,0,false,,false,true,0,pasta|sgombro|cavolo_cappuccio|olio
base:recipe-version:v6-pasta-con-tacchino-e-carciofi:542f4cbf7170b7e9,base:recipe:v6-pasta-con-tacchino-e-carciofi,poultry,pasta,0,false,,false,true,0,pasta|tacchino|carciofo|olio
base:recipe-version:v6-pasta-con-tacchino-e-spinaci:77943eaf3219f1fc,base:recipe:v6-pasta-con-tacchino-e-spinaci,poultry,pasta,0,false,,false,true,0,pasta|tacchino|spinaci|olio
base:recipe-version:v6-pasta-e-borlotti-con-funghi:939d2c259695ddf0,base:recipe:v6-pasta-e-borlotti-con-funghi,legumes,pasta,0,false,,true,true,0,pasta|borlotti|funghi|olio
base:recipe-version:v6-pasta-e-borlotti-con-verza:9dcbb7155f5bf733,base:recipe:v6-pasta-e-borlotti-con-verza,legumes,pasta,0,false,,true,true,0,pasta|borlotti|verza|olio
base:recipe-version:v6-pasta-e-cannellini-con-carciofi:1c84aec1e0489802,base:recipe:v6-pasta-e-cannellini-con-carciofi,legumes,pasta,0,false,,true,true,0,pasta|cannellini|carciofo|olio
base:recipe-version:v6-pasta-e-cannellini-con-cavolfiore:55e427835555bad5,base:recipe:v6-pasta-e-cannellini-con-cavolfiore,legumes,pasta,0,false,,true,true,0,pasta|cannellini|cavolfiore|olio
base:recipe-version:v6-pasta-e-cannellini-con-spinaci:e4fd05f4eb3c7075,base:recipe:v6-pasta-e-cannellini-con-spinaci,legumes,pasta,0,false,,true,true,0,pasta|cannellini|spinaci|olio
base:recipe-version:v6-pasta-e-ceci-con-broccoli:83b8f13d2844e188,base:recipe:v6-pasta-e-ceci-con-broccoli,legumes,pasta,0,false,,true,true,0,pasta|ceci|broccoli|olio
base:recipe-version:v6-pasta-e-ceci-con-finocchi:cfa75b0312798ee1,base:recipe:v6-pasta-e-ceci-con-finocchi,legumes,pasta,0,false,,true,true,0,pasta|ceci|finocchio|olio
base:recipe-version:v6-pasta-e-ceci-con-zucca:04b7f6a9d9589b93,base:recipe:v6-pasta-e-ceci-con-zucca,legumes,pasta,0,false,,true,true,0,pasta|ceci|zucca|olio
base:recipe-version:v6-pasta-e-fave-con-carciofi:144a580e25d57ac0,base:recipe:v6-pasta-e-fave-con-carciofi,legumes,pasta,0,false,,true,true,0,pasta|fave|carciofo|olio
base:recipe-version:v6-pasta-e-lenticchie-con-carote:86363e74837643b7,base:recipe:v6-pasta-e-lenticchie-con-carote,legumes,pasta,0,false,,true,true,0,pasta|lenticchie|carota|olio
base:recipe-version:v6-pasta-e-lenticchie-con-cavolo-nero:6cfbf87c7ea7e664,base:recipe:v6-pasta-e-lenticchie-con-cavolo-nero,legumes,pasta,0,false,,true,true,0,pasta|lenticchie|cavolo_nero|olio
base:recipe-version:v6-pasta-e-lenticchie-con-passata-e-spinaci:9a451f889d032790,base:recipe:v6-pasta-e-lenticchie-con-passata-e-spinaci,legumes,pasta,0,false,,true,true,0,pasta|lenticchie|passata|spinaci|olio
base:recipe-version:v6-pasta-e-piselli-con-porro:4688d88f642de1ef,base:recipe:v6-pasta-e-piselli-con-porro,legumes,pasta,0,false,,true,true,0,pasta|piselli|porro|olio
base:recipe-version:v6-pasta-e-piselli-con-spinaci:1b8955b2f5d4cea1,base:recipe:v6-pasta-e-piselli-con-spinaci,legumes,pasta,0,false,,true,true,0,pasta|piselli|spinaci|olio
base:recipe-version:v6-pasta-integrale-con-lupini-e-zucca:b3901392e023e90a,base:recipe:v6-pasta-integrale-con-lupini-e-zucca,legumes,pasta,0,false,,true,true,0,pasta_integrale|lupini|zucca|olio
base:recipe-version:v6-patate-con-salmone-e-finocchi:5750ae4635bb4b0d,base:recipe:v6-patate-con-salmone-e-finocchi,fish,potato,0,false,,false,false,0,patata|salmone|finocchio|olio
base:recipe-version:v6-polenta-con-merluzzo-e-cavolo-nero:3155bb1fe698b930,base:recipe:v6-polenta-con-merluzzo-e-cavolo-nero,fish,other_grains,0,false,,false,false,0,polenta|merluzzo|cavolo_nero|olio
base:recipe-version:v6-riso-basmati-con-borlotti-e-spinaci:96ddd02df0493d09,base:recipe:v6-riso-basmati-con-borlotti-e-spinaci,legumes,rice,0,false,,true,true,0,riso_basmati|borlotti|spinaci|olio
base:recipe-version:v6-riso-basmati-con-ceci-e-carote:7277f67999f4413a,base:recipe:v6-riso-basmati-con-ceci-e-carote,legumes,rice,0,false,,true,true,0,riso_basmati|ceci|carota|olio
base:recipe-version:v6-riso-basmati-con-lenticchie-e-broccoli:96846871ea25b833,base:recipe:v6-riso-basmati-con-lenticchie-e-broccoli,legumes,rice,0,false,,true,true,0,riso_basmati|lenticchie|broccoli|olio
base:recipe-version:v6-riso-basmati-con-piselli-e-zucca:75aaa80296aeb6f9,base:recipe:v6-riso-basmati-con-piselli-e-zucca,legumes,rice,0,false,,true,true,0,riso_basmati|piselli|zucca|olio
base:recipe-version:v6-riso-integrale-con-fave-e-cavolo-cappuccio:9be40ab85728a515,base:recipe:v6-riso-integrale-con-fave-e-cavolo-cappuccio,legumes,rice,0,false,,true,true,0,riso_integrale|fave|cavolo_cappuccio|olio
base:recipe-version:v6-riso-integrale-con-lenticchie-e-zucca:dc511af2e1f40d7c,base:recipe:v6-riso-integrale-con-lenticchie-e-zucca,legumes,rice,0,false,,true,true,0,riso_integrale|lenticchie|zucca|olio
base:recipe-version:v6-riso-jasmine-con-cannellini-e-cavolfiore:36eddf9e96f7366b,base:recipe:v6-riso-jasmine-con-cannellini-e-cavolfiore,legumes,rice,0,false,,true,true,0,riso_jasmine|cannellini|cavolfiore|olio
base:recipe-version:v6-riso-jasmine-con-ceci-e-zucca:7c93685bbfc7f317,base:recipe:v6-riso-jasmine-con-ceci-e-zucca,legumes,rice,0,false,,true,true,0,riso_jasmine|ceci|zucca|olio
base:recipe-version:v6-riso-jasmine-con-lupini-e-carote:f7a2f448e19fedd4,base:recipe:v6-riso-jasmine-con-lupini-e-carote,legumes,rice,0,false,,true,true,0,riso_jasmine|lupini|carota|olio
base:recipe-version:v6-riso-jasmine-con-piselli-e-carciofi:4d462d6ae6e29a37,base:recipe:v6-riso-jasmine-con-piselli-e-carciofi,legumes,rice,0,false,,true,true,0,riso_jasmine|piselli|carciofo|olio
base:recipe-version:v6-yogurt-banana-e-mandorle:3c809d3ef5f7a883,base:recipe:v6-yogurt-banana-e-mandorle,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|banana|mandorle
base:recipe-version:v6-yogurt-con-avena-e-mela:1bc3c9dc04beea24,base:recipe:v6-yogurt-con-avena-e-mela,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|avena|mela
base:recipe-version:v6-yogurt-con-avena-e-pera:deac64791fb6ff2d,base:recipe:v6-yogurt-con-avena-e-pera,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|avena|pera
base:recipe-version:v6-yogurt-con-frutti-di-bosco-e-nocciole:b86f2b6106ba2075,base:recipe:v6-yogurt-con-frutti-di-bosco-e-nocciole,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|frutti_bosco|nocciole
base:recipe-version:v6-yogurt-kiwi-e-noci:1f35f66ca7cb06e3,base:recipe:v6-yogurt-kiwi-e-noci,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|kiwi|noci
base:recipe-version:v6c-bowl-di-yogurt-avena-mela-e-crema-di-arachidi:3dd4c719b3e7c782,base:recipe:v6c-bowl-di-yogurt-avena-mela-e-crema-di-arachidi,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|avena|mela|burro_arachidi
base:recipe-version:v6c-brunch-completo-con-couscous-pollo-e-carote:b068d2d1e6885f55,base:recipe:v6c-brunch-completo-con-couscous-pollo-e-carote,poultry,other_grains,0,false,,false,false,0,couscous|pollo|carota|olio
base:recipe-version:v6c-brunch-completo-con-couscous-salmone-e-zucca:102298fa07c2f568,base:recipe:v6c-brunch-completo-con-couscous-salmone-e-zucca,fish,other_grains,0,false,,false,false,0,couscous|salmone|zucca|olio
base:recipe-version:v6c-brunch-completo-con-couscous-tacchino-e-spinaci:a20df9da2d65c783,base:recipe:v6c-brunch-completo-con-couscous-tacchino-e-spinaci,poultry,other_grains,0,false,,false,false,0,couscous|tacchino|spinaci|olio
base:recipe-version:v6c-brunch-completo-con-farro-manzo-e-radicchio:0c5331d87c3f4d84,base:recipe:v6c-brunch-completo-con-farro-manzo-e-radicchio,red_meat,other_grains,0,false,,false,false,0,farro|manzo_magro|radicchio|olio
base:recipe-version:v6c-brunch-completo-con-farro-tonno-e-fagiolini:ec10bbd1714ec88b,base:recipe:v6c-brunch-completo-con-farro-tonno-e-fagiolini,fish,other_grains,0,false,,false,false,0,farro|tonno_naturale|fagiolini|olio
base:recipe-version:v6c-brunch-completo-con-farro-tonno-e-spinaci:798c70f6ab73f8e4,base:recipe:v6c-brunch-completo-con-farro-tonno-e-spinaci,fish,other_grains,0,false,,false,false,0,farro|tonno_naturale|spinaci|olio
base:recipe-version:v6c-brunch-completo-con-orzo-tacchino-e-zucca:7898281ada572089,base:recipe:v6c-brunch-completo-con-orzo-tacchino-e-zucca,poultry,other_grains,0,false,,false,false,0,orzo|tacchino|zucca|olio
base:recipe-version:v6c-brunch-completo-con-pane-integrale-salmone-e-radicchio:00d65b0e082ec016,base:recipe:v6c-brunch-completo-con-pane-integrale-salmone-e-radicchio,fish,bread,0,false,,false,false,0,pane_integrale|salmone|radicchio|olio
base:recipe-version:v6c-brunch-completo-con-patate-manzo-e-cavolfiore:f06e5927f70f22c5,base:recipe:v6c-brunch-completo-con-patate-manzo-e-cavolfiore,red_meat,potato,0,false,,false,false,0,patata|manzo_magro|cavolfiore|olio
base:recipe-version:v6c-brunch-completo-con-patate-pollo-e-spinaci:5e33b6e57d8f6e2f,base:recipe:v6c-brunch-completo-con-patate-pollo-e-spinaci,poultry,potato,0,false,,false,false,0,patata|pollo|spinaci|olio
base:recipe-version:v6c-brunch-completo-con-polenta-manzo-e-broccoli:de9b2e35908b5a3c,base:recipe:v6c-brunch-completo-con-polenta-manzo-e-broccoli,red_meat,other_grains,0,false,,false,false,0,polenta|manzo_magro|broccoli|olio
base:recipe-version:v6c-brunch-completo-con-polenta-merluzzo-e-cavolo-nero:afbacbc2ff064302,base:recipe:v6c-brunch-completo-con-polenta-merluzzo-e-cavolo-nero,fish,other_grains,0,false,,false,false,0,polenta|merluzzo|cavolo_nero|olio
base:recipe-version:v6c1-arancia-e-semi-di-zucca:e61407ecd84f3577,base:recipe:v6c1-arancia-e-semi-di-zucca,,,0,false,,false,false,0,arancia|semi_zucca
base:recipe-version:v6c1-brunch-con-couscous-sardine-e-indivia:096787433c78846a,base:recipe:v6c1-brunch-con-couscous-sardine-e-indivia,fish,other_grains,0,false,,false,false,0,couscous|sardine|indivia|olio
base:recipe-version:v6c1-brunch-con-farro-coniglio-e-barbabietola:df6f7ebb498fca7c,base:recipe:v6c1-brunch-con-farro-coniglio-e-barbabietola,red_meat,other_grains,0,false,,false,false,0,farro|coniglio|barbabietola|olio
base:recipe-version:v6c1-brunch-con-gnocchi-maiale-e-cavoletti:795478ff20e24c7f,base:recipe:v6c1-brunch-con-gnocchi-maiale-e-cavoletti,red_meat,potato,0,false,,false,false,0,gnocchi|maiale_filetto|cavoletti|olio
base:recipe-version:v6c1-brunch-con-orzo-cozze-e-barbabietola:5838844f4d4516b7,base:recipe:v6c1-brunch-con-orzo-cozze-e-barbabietola,fish,other_grains,0,false,,false,false,0,orzo|cozze|barbabietola|olio
base:recipe-version:v6c1-brunch-con-polenta-manzo-e-cicoria:7937d6a6af5e9df9,base:recipe:v6c1-brunch-con-polenta-manzo-e-cicoria,red_meat,other_grains,0,false,,false,false,0,polenta|manzo_magro|cicoria|olio
base:recipe-version:v6c1-castagne-in-porzione-piccola:85b12c12c2116c29,base:recipe:v6c1-castagne-in-porzione-piccola,,,0,false,,false,false,0,castagna
base:recipe-version:v6c1-cena-completa-con-polenta-coniglio-e-barbabietola:14d1c940c5f3ac2d,base:recipe:v6c1-cena-completa-con-polenta-coniglio-e-barbabietola,red_meat,other_grains,0,false,,false,false,0,polenta|coniglio|barbabietola|olio
base:recipe-version:v6c1-couscous-con-maiale-e-rape:e47a6441ed356c02,base:recipe:v6c1-couscous-con-maiale-e-rape,red_meat,other_grains,0,false,,false,false,0,couscous|maiale_filetto|rapa|olio
base:recipe-version:v6c1-crackers-con-borlotti:35f68bdd1c68e4be,base:recipe:v6c1-crackers-con-borlotti,legumes,crackers_rusks_cakes,0,false,,false,false,0,crackers|borlotti
base:recipe-version:v6c1-crackers-con-crema-semplice-di-cannellini:1526623d88afb020,base:recipe:v6c1-crackers-con-crema-semplice-di-cannellini,legumes,crackers_rusks_cakes,0,false,,false,false,0,crackers|cannellini
base:recipe-version:v6c1-crackers-con-lupini:205f24466f540939,base:recipe:v6c1-crackers-con-lupini,legumes,crackers_rusks_cakes,0,false,,false,false,0,crackers|lupini
base:recipe-version:v6c1-crackers-con-sardine:db8a94c9c912ac9e,base:recipe:v6c1-crackers-con-sardine,fish,crackers_rusks_cakes,0,false,,false,false,0,crackers|sardine
base:recipe-version:v6c1-crackers-con-tonno-al-naturale:4757338aaa621213,base:recipe:v6c1-crackers-con-tonno-al-naturale,fish,crackers_rusks_cakes,0,false,,false,false,0,crackers|tonno_naturale
base:recipe-version:v6c1-farro-con-coniglio-e-barbabietola:807eeba097ecf4ae,base:recipe:v6c1-farro-con-coniglio-e-barbabietola,red_meat,other_grains,0,false,,false,false,0,farro|coniglio|barbabietola|olio
base:recipe-version:v6c1-gnocchi-con-lupini-e-cavoletti:83ad440f5299fb6a,base:recipe:v6c1-gnocchi-con-lupini-e-cavoletti,legumes,potato,0,false,,false,false,0,gnocchi|lupini|cavoletti|olio
base:recipe-version:v6c1-gnocchi-con-maiale-e-cicoria:e19cc80e27cab5f1,base:recipe:v6c1-gnocchi-con-maiale-e-cicoria,red_meat,potato,0,false,,false,false,0,gnocchi|maiale_filetto|cicoria|olio
base:recipe-version:v6c1-gnocchi-con-merluzzo-e-cavolo-cappuccio:468f646586a6f1cb,base:recipe:v6c1-gnocchi-con-merluzzo-e-cavolo-cappuccio,fish,potato,0,false,,false,false,0,gnocchi|merluzzo|cavolo_cappuccio|olio
base:recipe-version:v6c1-kefir-avena-castagne-e-mandarino:9e8e3d57dd5264d3,base:recipe:v6c1-kefir-avena-castagne-e-mandarino,milk_yogurt,other_grains,0,false,,false,false,0,kefir|avena|castagna|mandarino
base:recipe-version:v6c1-kefir-avena-fichi-e-nocciole:31542141f2572703,base:recipe:v6c1-kefir-avena-fichi-e-nocciole,milk_yogurt,other_grains,0,false,,false,false,0,kefir|avena|fico|nocciole
base:recipe-version:v6c1-kefir-avena-uva-e-semi-di-zucca:1f9c111ad42eafcc,base:recipe:v6c1-kefir-avena-uva-e-semi-di-zucca,milk_yogurt,other_grains,0,false,,false,false,0,kefir|avena|uva|semi_zucca
base:recipe-version:v6c1-kefir-con-castagne-e-melagrana:8116f7526d667d43,base:recipe:v6c1-kefir-con-castagne-e-melagrana,milk_yogurt,,0,false,,false,false,0,kefir|castagna|melagrana
base:recipe-version:v6c1-kefir-con-kiwi-e-semi-di-zucca:bd87e4e68925300e,base:recipe:v6c1-kefir-con-kiwi-e-semi-di-zucca,milk_yogurt,,0,false,,false,false,0,kefir|kiwi|semi_zucca
base:recipe-version:v6c1-kefir-con-melagrana-e-avena:1aba3f7ff3e6a20b,base:recipe:v6c1-kefir-con-melagrana-e-avena,milk_yogurt,other_grains,0,false,,false,false,0,kefir|melagrana|avena
base:recipe-version:v6c1-kefir-e-corn-flakes-in-porzione-piccola:cd75a8fb76f2f4e4,base:recipe:v6c1-kefir-e-corn-flakes-in-porzione-piccola,milk_yogurt,other_grains,0,false,,false,false,0,kefir|cornflakes
base:recipe-version:v6c1-kefir-e-melagrana:923dc9d0dfd571b6,base:recipe:v6c1-kefir-e-melagrana,milk_yogurt,,0,false,,false,false,0,kefir|melagrana
base:recipe-version:v6c1-kiwi-e-semi-di-zucca:220ba0e14596c923,base:recipe:v6c1-kiwi-e-semi-di-zucca,,,0,false,,false,false,0,kiwi|semi_zucca
base:recipe-version:v6c1-latte-avena-castagne-e-melagrana:5588fc1e96e377b6,base:recipe:v6c1-latte-avena-castagne-e-melagrana,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|avena|castagna|melagrana
base:recipe-version:v6c1-latte-avena-e-melagrana:7a06f8cacbe45e93,base:recipe:v6c1-latte-avena-e-melagrana,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|avena|melagrana
base:recipe-version:v6c1-latte-avena-kiwi-e-semi-di-zucca:7323e833015ced8c,base:recipe:v6c1-latte-avena-kiwi-e-semi-di-zucca,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|avena|kiwi|semi_zucca
base:recipe-version:v6c1-latte-corn-flakes-e-melagrana:bd092446934f19d8,base:recipe:v6c1-latte-corn-flakes-e-melagrana,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|cornflakes|melagrana
base:recipe-version:v6c1-latte-corn-flakes-kiwi-e-semi-di-zucca:1af259f7246ba1ca,base:recipe:v6c1-latte-corn-flakes-kiwi-e-semi-di-zucca,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|cornflakes|kiwi|semi_zucca
base:recipe-version:v6c1-latte-e-cachi:46fd001a5c6f17e4,base:recipe:v6c1-latte-e-cachi,milk_yogurt,,0,false,,false,false,0,latte_ps|cachi
base:recipe-version:v6c1-latte-semolino-prugne-e-semi-di-zucca:3da1d0fb0b4fad98,base:recipe:v6c1-latte-semolino-prugne-e-semi-di-zucca,milk_yogurt,other_grains,0,false,,false,false,0,latte_ps|semolino|prugna|semi_zucca
base:recipe-version:v6c1-mais-cannellini-e-crackers:8f71d9c10a4e2fdf,base:recipe:v6c1-mais-cannellini-e-crackers,legumes,,0,false,,false,false,0,mais|cannellini|crackers
base:recipe-version:v6c1-mais-e-tonno-in-coppetta:cbb38d62712adefc,base:recipe:v6c1-mais-e-tonno-in-coppetta,fish,,0,false,,false,false,0,mais|tonno_naturale
base:recipe-version:v6c1-mandarini-e-pistacchi:c53645521ed0d525,base:recipe:v6c1-mandarini-e-pistacchi,,,0,false,,false,false,0,mandarino|pistacchi
base:recipe-version:v6c1-melagrana-e-nocciole:7f525649d47ea923,base:recipe:v6c1-melagrana-e-nocciole,,,0,false,,false,false,0,melagrana|nocciole
base:recipe-version:v6c1-mini-tortilla-con-cannellini-e-radicchio:ca96ab5828d65770,base:recipe:v6c1-mini-tortilla-con-cannellini-e-radicchio,legumes,bread,0,false,,false,false,0,tortilla|cannellini|radicchio
base:recipe-version:v6c1-mini-tortilla-con-lupini-e-indivia:24fc705820402935,base:recipe:v6c1-mini-tortilla-con-lupini-e-indivia,legumes,bread,0,false,,false,false,0,tortilla|lupini|indivia
base:recipe-version:v6c1-mini-tortilla-con-tonno-e-indivia:2c5a3390940faba5,base:recipe:v6c1-mini-tortilla-con-tonno-e-indivia,fish,bread,0,false,,false,false,0,tortilla|tonno_naturale|indivia
base:recipe-version:v6c1-orzo-con-cozze-e-cavoletti:8877d3843d23311f,base:recipe:v6c1-orzo-con-cozze-e-cavoletti,fish,other_grains,0,false,,false,false,0,orzo|cozze|cavoletti|olio
base:recipe-version:v6c1-orzo-con-maiale-e-cavoletti:4069343986467261,base:recipe:v6c1-orzo-con-maiale-e-cavoletti,red_meat,other_grains,0,false,,false,false,0,orzo|maiale_filetto|cavoletti|olio
base:recipe-version:v6c1-pane-di-segale-con-lupini-e-radicchio:f8d29f9cbe6524a9,base:recipe:v6c1-pane-di-segale-con-lupini-e-radicchio,legumes,bread,0,false,,false,false,0,pane_segale|lupini|radicchio
base:recipe-version:v6c1-pane-di-segale-con-sardine-e-radicchio:964e3c7dbe18bc72,base:recipe:v6c1-pane-di-segale-con-sardine-e-radicchio,fish,bread,0,false,,false,false,0,pane_segale|sardine|radicchio
base:recipe-version:v6c1-pane-di-segale-con-sgombro-e-radicchio:4c170bba026bfd9c,base:recipe:v6c1-pane-di-segale-con-sgombro-e-radicchio,fish,bread,0,false,,false,false,0,pane_segale|sgombro|radicchio
base:recipe-version:v6c1-pane-di-segale-con-tonno-e-indivia:742cbd6e636797b7,base:recipe:v6c1-pane-di-segale-con-tonno-e-indivia,fish,bread,0,false,,false,false,0,pane_segale|tonno_naturale|indivia
base:recipe-version:v6c1-pane-di-segale-tonno-e-patata-dolce:09303aeb8c8d9867,base:recipe:v6c1-pane-di-segale-tonno-e-patata-dolce,fish,bread,0,false,,false,false,0,pane_segale|tonno_naturale|patata_dolce|olio
base:recipe-version:v6c1-pasta-con-polpo-e-cavolo-cappuccio:47cb481a0b026a9b,base:recipe:v6c1-pasta-con-polpo-e-cavolo-cappuccio,fish,pasta,0,false,,false,true,0,pasta|polpo|cavolo_cappuccio|olio
base:recipe-version:v6c1-pasta-con-trota-e-finocchi:9e58e9fa8f4e394b,base:recipe:v6c1-pasta-con-trota-e-finocchi,fish,pasta,0,false,,false,true,0,pasta|trota|finocchio|olio
base:recipe-version:v6c1-pasta-e-fave-con-cavolo-nero:46e1abd8c0628d0b,base:recipe:v6c1-pasta-e-fave-con-cavolo-nero,legumes,pasta,0,false,,true,true,0,pasta|fave|cavolo_nero|olio
base:recipe-version:v6c1-pasta-e-lenticchie-con-cavoletti:e7cda9a59d0c0cc3,base:recipe:v6c1-pasta-e-lenticchie-con-cavoletti,legumes,pasta,0,false,,true,true,0,pasta|lenticchie|cavoletti|olio
base:recipe-version:v6c1-patata-dolce-con-lupini-e-bietole:d09a9280399c656d,base:recipe:v6c1-patata-dolce-con-lupini-e-bietole,legumes,potato,0,false,,false,false,0,patata_dolce|lupini|bietola|pane_bianco|olio
base:recipe-version:v6c1-patata-dolce-con-tacchino-e-cavoletti:b9167d121cbac49f,base:recipe:v6c1-patata-dolce-con-tacchino-e-cavoletti,poultry,potato,0,false,,false,false,0,patata_dolce|tacchino|cavoletti|olio
base:recipe-version:v6c1-patata-dolce-con-yogurt-bianco:89e17fbd3c3b5a06,base:recipe:v6c1-patata-dolce-con-yogurt-bianco,milk_yogurt,potato,0,false,,false,false,0,patata_dolce|yogurt_bianco
