global_day,month,day_type,weekly_focus,meal_id,meal_type,time,original_recipe_version_id,selected_recipe_version_id,selected_recipe_title,changed,reasons
49,Ottobre,D4,other,base:meal:049:04,Spuntino,17:30,base:recipe-version:crackers-e-ricotta:b5e12fff16ac4003,base:recipe-version:mini-panino-con-tacchino-a-fette:898c8264b59b67d8,Mini panino con tacchino a fette,True,riduzione_latticini | varieta_distribuzione
49,Ottobre,D4,other,base:meal:049:05,Cena,20:30,base:recipe-version:salmone-nordico-con-patate-e-carote:acf402ed30a94387,base:recipe-version:couscous-marocchino-delicato-con-tacchino-e-bietole:3a2ec05d0d9af8aa,Couscous marocchino delicato con tacchino e bietole,True,varieta_distribuzione
50,Ottobre,D5,plant_pasta,base:meal:050:01,Colazione,08:00,base:recipe-version:colazione-leggera-con-latte-e-fette-classiche:877ea8791ddbb83e,base:recipe-version:v6-pane-integrale-burro-di-arachidi-e-banana:7ed21ce5cd13d99d,"Pane integrale, burro di arachidi e banana",True,varieta_distribuzione
50,Ottobre,D5,plant_pasta,base:meal:050:02,Spuntino,11:00,base:recipe-version:gallette-di-riso-e-ricotta:9f304408a83b200d,base:recipe-version:gallette-di-riso-e-ricotta:9f304408a83b200d,Gallette di riso e ricotta,False,conservato
50,Ottobre,D5,plant_pasta,base:meal:050:03,Pranzo,13:30,base:recipe-version:pranzo-leggero-con-tacchino-patate-e-radicchio:6c8d2a1c4c29e71c,base:recipe-version:v6-pasta-e-piselli-con-spinaci:1b8955b2f5d4cea1,Pasta e piselli con spinaci,True,riduzione_uova_albume | backbone_vegetale_pasta
50,Ottobre,D5,plant_pasta,base:meal:050:04,Spuntino,17:30,base:recipe-version:kefir-piccolo:0120716d4b11c95a,base:recipe-version:kefir-piccolo:0120716d4b11c95a,Kefir piccolo,False,conservato
50,Ottobre,D5,plant_pasta,base:meal:050:05,Cena,20:30,base:recipe-version:pasto-flessibile-piadina-con-cotto-mozzarella-e-verdure:d0cdaaabc3931448,base:recipe-version:v6c-brunch-completo-con-pane-integrale-salmone-e-radicchio:00d65b0e082ec016,"Brunch completo con pane integrale, salmone e radicchio",True,varieta_distribuzione
51,Ottobre,D1,rice_animal,base:meal:051:01,Colazione,06:30,base:recipe-version:toast-bianco-con-ricotta-e-confettura:af4d9ae16aa4329a,base:recipe-version:v6-pane-di-segale-burro-di-arachidi-e-pera:949d5ac5223fb3e8,"Pane di segale, burro di arachidi e pera",True,riduzione_latticini | varieta_distribuzione
51,Ottobre,D1,rice_animal,base:meal:051:02,Spuntino,10:30,base:recipe-version:uovo-sodo-e-crackers:b92d407cf54f5e44,base:recipe-version:latte-e-frutta:52f50bbedb3cc959,Latte e frutta,True,riduzione_uova_albume | varieta_distribuzione
51,Ottobre,D1,rice_animal,base:meal:051:03,Pranzo,13:30,base:recipe-version:frittata-morbida-con-patate-e-finocchi:c57965a0e0c322ff,base:recipe-version:noodles-di-riso-con-pollo-e-finocchi:1145cdd2934760b8,Noodles di riso con pollo e finocchi,True,riduzione_uova_albume | varieta_distribuzione
51,Ottobre,D1,rice_animal,base:meal:051:04,Spuntino,17:30,base:recipe-version:frutta-e-nocciole:fe52606cbcf0b0a9,base:recipe-version:v6-crackers-integrali-con-hummus-e-carote:f06cae1e98dec421,Crackers integrali con hummus e carote,True,varieta_distribuzione
51,Ottobre,D1,rice_animal,base:meal:051:05,Cena,21:00,base:recipe-version:risotto-delicato-con-pollo-e-zucca:6c7d5e7d95593ffe,base:recipe-version:pollo-con-riso-basmati-e-finocchi:13c773b5cea60d65,Pollo con riso basmati e finocchi,True,riduzione_latticini | backbone_riso
52,Ottobre,D2,plant_rice,base:meal:052:01,Colazione,09:00,base:recipe-version:omelette-alla-feta-con-pane-bianco:70c9637ce1e2a8a0,base:recipe-version:v6-yogurt-con-avena-e-mela:1bc3c9dc04beea24,Yogurt con avena e mela,True,riduzione_uova_albume | riduzione_latticini | varieta_distribuzione
52,Ottobre,D2,plant_rice,base:meal:052:02,Pranzo,13:00,base:recipe-version:frittata-morbida-con-patate-e-bietole:f7872634ef9f935d,base:recipe-version:merluzzo-con-patate-e-cavolfiore:2e0a3d9a14d82fa0,Merluzzo con patate e cavolfiore,True,riduzione_uova_albume | varieta_distribuzione
52,Ottobre,D2,plant_rice,base:meal:052:03,Pasto preturno,18:30,base:recipe-version:piadina-con-bresaola-mozzarella-e-carote:110896ce57a353b4,base:recipe-version:v6-riso-integrale-con-fave-e-cavolo-cappuccio:9be40ab85728a515,Riso integrale con fave e cavolo cappuccio,True,riduzione_latticini | backbone_vegetale_riso
52,Ottobre,D2,plant_rice,base:meal:052:04,Spuntino notturno,23:30,base:recipe-version:crackers-classici-con-hummus-delicato:27b122baaf5f3d79,base:recipe-version:kefir-e-fette-classiche:4c24043bb18dbd80,Kefir e fette classiche,True,varieta_distribuzione
52,Ottobre,D2,plant_rice,base:meal:052:05,Spuntino notturno,03:30,base:recipe-version:piadina-mini-con-ricotta:09c4f393f702c181,base:recipe-version:piadina-mini-con-ricotta:09c4f393f702c181,Piadina mini con ricotta,False,conservato
52,Ottobre,D2,plant_rice,base:meal:052:06,Mini-pasto pre-sonno,08:20,base:recipe-version:frutta-e-primosale:d88a0ba0bb75f471,base:recipe-version:v6-gallette-di-riso-con-burro-di-arachidi-e-banana:0662b0d58a819f7a,Gallette di riso con burro di arachidi e banana,True,riduzione_latticini | varieta_distribuzione
53,Ottobre,D3,pasta_animal,base:meal:053:01,Brunch,15:00,base:recipe-version:brunch-polpette-svedesi-leggere-con-zucca:2996ac5a3ebbda26,base:recipe-version:v6c-brunch-completo-con-polenta-manzo-e-broccoli:de9b2e35908b5a3c,"Brunch completo con polenta, manzo e broccoli",True,riduzione_uova_albume | varieta_distribuzione
53,Ottobre,D3,pasta_animal,base:meal:053:02,Spuntino,18:30,base:recipe-version:kefir-e-fette-classiche:4c24043bb18dbd80,base:recipe-version:v6-pane-integrale-con-hummus-e-spinaci:1ba508863e4ce1bf,Pane integrale con hummus e spinaci,True,varieta_distribuzione
53,Ottobre,D3,pasta_animal,base:meal:053:03,Cena,21:00,base:recipe-version:risotto-delicato-con-tacchino-e-zucca:ae50dd5e2207bce2,base:recipe-version:v6-pasta-con-salmone-e-porro:5793a4d6fe797246,Pasta con salmone e porro,True,riduzione_uova_albume | riduzione_latticini | backbone_pasta
54,Ottobre,D4,plant_pasta,base:meal:054:01,Colazione,08:00,base:recipe-version:toast-francese-con-primosale-e-pomodoro:382336a6501c0f23,base:recipe-version:kefir-con-fette-classiche-e-confettura:565d49687dc3de64,Kefir con fette classiche e confettura,True,riduzione_latticini | varieta_distribuzione
54,Ottobre,D4,plant_pasta,base:meal:054:02,Spuntino,11:00,base:recipe-version:primosale-e-gallette-di-riso:c2e743864218b117,base:recipe-version:primosale-e-gallette-di-riso:c2e743864218b117,Primosale e gallette di riso,False,conservato
54,Ottobre,D4,plant_pasta,base:meal:054:03,Pranzo,13:30,base:recipe-version:orata-con-patate-e-carote:d0dd38aec06eb42b,base:recipe-version:v6-pasta-e-borlotti-con-verza:9dcbb7155f5bf733,Pasta e borlotti con verza,True,backbone_vegetale_pasta
54,Ottobre,D4,plant_pasta,base:meal:054:04,Spuntino,17:30,base:recipe-version:latte-e-gallette-di-riso:0305150caf7bf7be,base:recipe-version:yogurt-bianco-e-banana:047824242ce72a93,Yogurt bianco e banana,True,varieta_distribuzione
54,Ottobre,D4,plant_pasta,base:meal:054:05,Cena,20:30,base:recipe-version:burger-di-tacchino-con-pane-e-zucca-al-forno:0afda45d2c91d033,base:recipe-version:manzo-magro-con-pane-bianco-e-cavolfiore:09d23863cdb9eb6e,Manzo magro con pane bianco e cavolfiore,True,riduzione_latticini | varieta_distribuzione
55,Ottobre,D5,rice_animal,base:meal:055:01,Colazione,08:00,base:recipe-version:budino-di-riso-casalingo-e-frutta:6cc1d24620d4f701,base:recipe-version:budino-di-riso-casalingo-e-frutta:6cc1d24620d4f701,Budino di riso casalingo e frutta,False,conservato
55,Ottobre,D5,rice_animal,base:meal:055:02,Spuntino,11:00,base:recipe-version:mini-panino-con-tacchino-a-fette:898c8264b59b67d8,base:recipe-version:kefir-e-frutta:5d2d12ec2da1027a,Kefir e frutta,True,varieta_distribuzione
55,Ottobre,D5,rice_animal,base:meal:055:03,Pranzo,13:30,base:recipe-version:jacket-potato-con-tonno-primosale-e-spinaci:b806f47f0720c7b8,base:recipe-version:trota-con-riso-e-broccoli:cabee0d8a86538f5,Trota con riso e broccoli,True,riduzione_latticini | backbone_riso
55,Ottobre,D5,rice_animal,base:meal:055:04,Spuntino,17:30,base:recipe-version:mozzarella-e-pomodorini:ed19c9fabc9729ed,base:recipe-version:v6-mini-panino-con-tacchino-e-spinaci:f554c16213f54aa1,Mini panino con tacchino e spinaci,True,riduzione_latticini | varieta_distribuzione
55,Ottobre,D5,rice_animal,base:meal:055:05,Cena,20:30,base:recipe-version:frittata-morbida-con-patate-e-carote:1c9276aa6149a375,base:recipe-version:filetto-di-maiale-con-polenta-e-carote:49866ab66aa3e8ee,Filetto di maiale con polenta e carote,True,riduzione_uova_albume | varieta_distribuzione
56,Ottobre,D1,other,base:meal:056:01,Colazione,06:30,base:recipe-version:pancake-di-farina-00-e-ricotta:e5be5645f16fd43b,base:recipe-version:pancake-di-farina-00-e-ricotta:e5be5645f16fd43b,Pancake di farina 00 e ricotta,False,conservato
56,Ottobre,D1,other,base:meal:056:02,Spuntino,10:30,base:recipe-version:mozzarella-e-pomodorini:ed19c9fabc9729ed,base:recipe-version:mini-panino-bianco-con-bresaola:b48622af1e275f0f,Mini panino bianco con bresaola,True,riduzione_latticini | varieta_distribuzione
56,Ottobre,D1,other,base:meal:056:03,Pranzo,13:30,base:recipe-version:piatto-caldo-con-mozzarella-pane-bianco-e-bietole:d0806959e6f7e830,base:recipe-version:orata-con-patate-e-bietole:f7dd5fe6df51d49e,Orata con patate e bietole,True,riduzione_latticini | varieta_distribuzione
56,Ottobre,D1,other,base:meal:056:04,Spuntino,17:30,base:recipe-version:uovo-sodo-e-crackers:b92d407cf54f5e44,base:recipe-version:uovo-sodo-e-crackers:b92d407cf54f5e44,Uovo sodo e crackers,False,conservato
56,Ottobre,D1,other,base:meal:056:05,Cena,21:00,base:recipe-version:polpette-svedesi-leggere-con-zucca:dbbd488c534fc81a,base:recipe-version:v6-couscous-con-pollo-e-carote:d861a05c3d30d7fb,Couscous con pollo e carote,True,riduzione_uova_albume | varieta_distribuzione
57,Ottobre,D2,plant_pasta,base:meal:057:01,Colazione,09:00,base:recipe-version:toast-francese-con-primosale-e-pomodoro:a1722c6cb0626b89,base:recipe-version:latte-corn-flakes-e-frutta:489c786e4e4694d6,"Latte, corn flakes e frutta",True,riduzione_latticini | varieta_distribuzione
57,Ottobre,D2,plant_pasta,base:meal:057:02,Pranzo,13:00,base:recipe-version:bowl-libanese-delicata-con-pollo-e-zucchine:a15e5abe7245291d,base:recipe-version:pranzo-leggero-con-merluzzo-pane-e-finocchi:560ae55501b9ed95,"Pranzo leggero con merluzzo, pane e finocchi",True,varieta_distribuzione
57,Ottobre,D2,plant_pasta,base:meal:057:03,Pasto preturno,18:30,base:recipe-version:frittata-morbida-con-patate-e-zucca:bfebc380c34367d8,base:recipe-version:v6-pasta-e-cannellini-con-spinaci:e4fd05f4eb3c7075,Pasta e cannellini con spinaci,True,riduzione_uova_albume | backbone_vegetale_pasta
57,Ottobre,D2,plant_pasta,base:meal:057:04,Spuntino notturno,23:30,base:recipe-version:kefir-e-frutta:9d9d38ab49b00b02,base:recipe-version:mini-panino-con-tacchino-a-fette:898c8264b59b67d8,Mini panino con tacchino a fette,True,varieta_distribuzione
57,Ottobre,D2,plant_pasta,base:meal:057:05,Spuntino notturno,03:30,base:recipe-version:mini-panino-bianco-con-bresaola:b48622af1e275f0f,base:recipe-version:frutta-e-nocciole:fe52606cbcf0b0a9,Frutta e nocciole,True,varieta_distribuzione
57,Ottobre,D2,plant_pasta,base:meal:057:06,Mini-pasto pre-sonno,08:20,base:recipe-version:fiocchi-di-latte-e-frutta:0895154d73403015,base:recipe-version:v6-yogurt-con-frutti-di-bosco-e-nocciole:b86f2b6106ba2075,Yogurt con frutti di bosco e nocciole,True,riduzione_latticini | varieta_distribuzione
58,Ottobre,D3,rice_animal,base:meal:058:01,Brunch,15:00,base:recipe-version:brunch-curry-bianco-molto-delicato-di-pollo-e-zucca:a62778145c4cb2d2,base:recipe-version:v6c-brunch-completo-con-couscous-pollo-e-carote:b068d2d1e6885f55,"Brunch completo con couscous, pollo e carote",True,riduzione_uova_albume | varieta_distribuzione
58,Ottobre,D3,rice_animal,base:meal:058:02,Spuntino,18:30,base:recipe-version:piadina-mini-con-ricotta:14c972e7099a49db,base:recipe-version:v6-fette-integrali-con-burro-di-arachidi-e-confettura:72fcd8752957f6a3,Fette integrali con burro di arachidi e confettura,True,riduzione_latticini | varieta_distribuzione
58,Ottobre,D3,rice_animal,base:meal:058:03,Cena,21:00,base:recipe-version:bowl-greca-delicata-con-pollo-feta-e-zucca:9f2fd9275b7e293c,base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-carote:f7b3875932ca827f,Kofte di tacchino delicati con riso e carote,True,riduzione_uova_albume | riduzione_latticini | backbone_riso
59,Ottobre,D4,plant_rice,base:meal:059:01,Colazione,08:00,base:recipe-version:pane-integrale-primosale-e-frutta:24c98f8cb23c1db1,base:recipe-version:pane-integrale-primosale-e-frutta:24c98f8cb23c1db1,"Pane integrale, primosale e frutta",False,conservato
59,Ottobre,D4,plant_rice,base:meal:059:02,Spuntino,11:00,base:recipe-version:crackers-e-primosale:89b1db2790bd5aea,base:recipe-version:piccola-porzione-di-lupini-e-frutta:1441081cb6be12f5,Piccola porzione di lupini e frutta,True,riduzione_latticini | varieta_distribuzione
59,Ottobre,D4,plant_rice,base:meal:059:03,Pranzo,13:30,base:recipe-version:risotto-delicato-con-funghi-e-carote:f423c15899b3ca32,base:recipe-version:v6-riso-jasmine-con-cannellini-e-cavolfiore:36eddf9e96f7366b,Riso jasmine con cannellini e cavolfiore,True,riduzione_uova_albume | riduzione_latticini | backbone_vegetale_riso
59,Ottobre,D4,plant_rice,base:meal:059:04,Spuntino,17:30,base:recipe-version:primosale-e-gallette-di-riso:c2e743864218b117,base:recipe-version:crackers-classici-con-hummus-delicato:336656d51106c925,Crackers classici con hummus delicato,True,riduzione_latticini | varieta_distribuzione
59,Ottobre,D4,plant_rice,base:meal:059:05,Cena,20:30,base:recipe-version:croque-monsieur-leggero-con-cotto-mozzarella-e-funghi:9ee8c4898a936dd8,base:recipe-version:salmone-nordico-con-patate-e-broccoli:3bf06f6c333277ab,Salmone nordico con patate e broccoli,True,riduzione_latticini | varieta_distribuzione
60,Ottobre,D5,pasta_animal,base:meal:060:01,Colazione,08:00,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:8bd9d43e7adbdeed,base:recipe-version:semolino-al-latte-con-frutta:684b6cb4fac1d9a6,Semolino al latte con frutta,True,varieta_distribuzione
60,Ottobre,D5,pasta_animal,base:meal:060:02,Spuntino,11:00,base:recipe-version:gallette-di-riso-e-ricotta:9f304408a83b200d,base:recipe-version:frutta-in-porzione-piccola:6bdebfa528d96dc7,Frutta in porzione piccola,True,riduzione_latticini | varieta_distribuzione
60,Ottobre,D5,pasta_animal,base:meal:060:03,Pranzo,13:30,base:recipe-version:pranzo-leggero-con-merluzzo-pane-e-zucchine:63b7c39ffdf6a5d8,base:recipe-version:v6-pasta-con-sgombro-e-cavolo-cappuccio:eff554c976679eb2,Pasta con sgombro e cavolo cappuccio,True,riduzione_uova_albume | backbone_pasta
60,Ottobre,D5,pasta_animal,base:meal:060:04,Spuntino,17:30,base:recipe-version:kefir-piccolo:0120716d4b11c95a,base:recipe-version:kefir-piccolo:0120716d4b11c95a,Kefir piccolo,False,conservato
60,Ottobre,D5,pasta_animal,base:meal:060:05,Cena,20:30,base:recipe-version:pasto-flessibile-gnocchi-al-pomodoro-mozzarella-e-contorno:8f265cd07e754eb3,base:recipe-version:v6c-brunch-completo-con-patate-manzo-e-cavolfiore:f06e5927f70f22c5,"Brunch completo con patate, manzo e cavolfiore",True,varieta_distribuzione
61,Novembre,D1,plant_pasta,base:meal:061:01,Colazione,06:30,base:recipe-version:porridge-piccolo-con-frutta-cotta:4eb65512fcd2116f,base:recipe-version:v6-pane-di-segale-burro-di-arachidi-e-pera:949d5ac5223fb3e8,"Pane di segale, burro di arachidi e pera",True,varieta_distribuzione
61,Novembre,D1,plant_pasta,base:meal:061:02,Spuntino,10:30,base:recipe-version:feta-cetriolo-e-crackers:6874564aabe8b391,base:recipe-version:frutta-e-mandorle:cf32a2fabea95479,Frutta e mandorle,True,riduzione_latticini | stagionalita | varieta_distribuzione
61,Novembre,D1,plant_pasta,base:meal:061:03,Pranzo,13:30,base:recipe-version:pasta-con-crema-di-cannellini-e-funghi:e2f9c03382aeb39e,base:recipe-version:v6-pasta-e-ceci-con-finocchi:cfa75b0312798ee1,Pasta e ceci con finocchi,True,riduzione_uova_albume | riduzione_latticini | backbone_vegetale_pasta
61,Novembre,D1,plant_pasta,base:meal:061:04,Spuntino,17:30,base:recipe-version:frutta-e-fiocchi-di-latte-su-gallette:8437e8a9db470b3e,base:recipe-version:v6-kefir-con-banana-e-pistacchi:6663fc9362c6db18,Kefir con banana e pistacchi,True,riduzione_latticini | varieta_distribuzione
61,Novembre,D1,plant_pasta,base:meal:061:05,Cena,21:00,base:recipe-version:frittata-morbida-con-patate-e-spinaci:ba39b6b8b3ebc26e,base:recipe-version:couscous-marocchino-delicato-con-tacchino-e-finocchi:6d8188dddd57a997,Couscous marocchino delicato con tacchino e finocchi,True,riduzione_uova_albume | varieta_distribuzione
62,Novembre,D2,rice_animal,base:meal:062:01,Colazione,09:00,base:recipe-version:yogurt-bianco-corn-flakes-e-banana:6ba3d2479e91774a,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:c0ae1fc279e4587a,"Yogurt bianco, corn flakes e frutta",True,varieta_distribuzione
62,Novembre,D2,rice_animal,base:meal:062:02,Pranzo,13:00,base:recipe-version:pollo-con-polenta-e-zucca:95b4da9b795cd857,base:recipe-version:sogliola-con-riso-e-lattuga:dad2da960a909df7,Sogliola con riso e lattuga,True,backbone_riso
62,Novembre,D2,rice_animal,base:meal:062:03,Pasto preturno,18:30,base:recipe-version:piadina-con-bresaola-robiola-e-zucca:678dc2678f33097c,base:recipe-version:piadina-con-bresaola-robiola-e-zucca:678dc2678f33097c,"Piadina con bresaola, robiola e zucca",False,conservato
62,Novembre,D2,rice_animal,base:meal:062:04,Spuntino notturno,23:30,base:recipe-version:frutta-e-grana:b12cf457d3be7766,base:recipe-version:latte-e-frutta:be9de76ab5b19d0a,Latte e frutta,True,riduzione_latticini | varieta_distribuzione
62,Novembre,D2,rice_animal,base:meal:062:05,Spuntino notturno,03:30,base:recipe-version:kefir-e-frutta:5d2d12ec2da1027a,base:recipe-version:kefir-e-fette-classiche:4c24043bb18dbd80,Kefir e fette classiche,True,varieta_distribuzione
62,Novembre,D2,rice_animal,base:meal:062:06,Mini-pasto pre-sonno,08:20,base:recipe-version:mini-panino-bianco-con-bresaola:7479944e46394c7c,base:recipe-version:v6-pane-integrale-con-hummus-e-spinaci:1ba508863e4ce1bf,Pane integrale con hummus e spinaci,True,varieta_distribuzione
63,Novembre,D3,other,base:meal:063:01,Brunch,15:00,base:recipe-version:brunch-noodles-di-riso-con-pollo-e-finocchi:77a636a09e897fa8,base:recipe-version:brunch-noodles-di-riso-con-pollo-e-finocchi:77a636a09e897fa8,Brunch: Noodles di riso con pollo e finocchi,False,conservato
63,Novembre,D3,other,base:meal:063:02,Spuntino,18:30,base:recipe-version:fiocchi-di-latte-e-frutta:4b2027417f853da3,base:recipe-version:v6-mini-panino-con-tacchino-e-spinaci:f554c16213f54aa1,Mini panino con tacchino e spinaci,True,riduzione_latticini | varieta_distribuzione
63,Novembre,D3,other,base:meal:063:03,Cena,21:00,base:recipe-version:tortino-al-forno-di-uova-patate-e-spinaci:26d21ce067f46e2d,base:recipe-version:pollo-con-patate-e-spinaci:60e1b4880c2b8295,Pollo con patate e spinaci,True,riduzione_uova_albume | varieta_distribuzione
64,Novembre,D4,plant_pasta,base:meal:064:01,Colazione,08:00,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:b3168f70b4000f23,base:recipe-version:kefir-con-fette-classiche-e-confettura:957634af85ac4a41,Kefir con fette classiche e confettura,True,riduzione_uova_albume | varieta_distribuzione
64,Novembre,D4,plant_pasta,base:meal:064:02,Spuntino,11:00,base:recipe-version:latte-e-frutta:5810692902d5524f,base:recipe-version:v6-mini-panino-con-bresaola-e-carote:f4a50d7eba0d1cff,Mini panino con bresaola e carote,True,varieta_distribuzione
64,Novembre,D4,plant_pasta,base:meal:064:03,Pranzo,13:30,base:recipe-version:pasta-integrale-con-mozzarella-e-spinaci:b1b8477373d23d66,base:recipe-version:v6-couscous-con-gamberi-e-broccoli:cacc7a666bf66029,Couscous con gamberi e broccoli,True,riduzione_latticini | varieta_distribuzione
64,Novembre,D4,plant_pasta,base:meal:064:04,Spuntino,17:30,base:recipe-version:ricotta-e-frutta:349f87813a30d26f,base:recipe-version:ricotta-e-frutta:349f87813a30d26f,Ricotta e frutta,False,conservato
64,Novembre,D4,plant_pasta,base:meal:064:05,Cena,20:30,base:recipe-version:curry-bianco-molto-delicato-di-pollo-e-zucca:20bf020503f4e943,base:recipe-version:v6-pasta-e-borlotti-con-verza:9dcbb7155f5bf733,Pasta e borlotti con verza,True,backbone_vegetale_pasta
65,Novembre,D5,rice_animal,base:meal:065:01,Colazione,08:00,base:recipe-version:french-toast-delicato-con-frutta:9b1a650c7d194ae3,base:recipe-version:french-toast-delicato-con-frutta:9b1a650c7d194ae3,French toast delicato con frutta,False,conservato
65,Novembre,D5,rice_animal,base:meal:065:02,Spuntino,11:00,base:recipe-version:latte-e-gallette-di-riso:0305150caf7bf7be,base:recipe-version:latte-e-gallette-di-riso:0305150caf7bf7be,Latte e gallette di riso,False,conservato
65,Novembre,D5,rice_animal,base:meal:065:03,Pranzo,13:30,base:recipe-version:burger-di-tacchino-con-pane-e-zucca-al-forno:0211b9e298cc00bb,base:recipe-version:v6-couscous-con-pollo-e-carote:d861a05c3d30d7fb,Couscous con pollo e carote,True,riduzione_latticini | varieta_distribuzione
65,Novembre,D5,rice_animal,base:meal:065:04,Spuntino,17:30,base:recipe-version:crackers-e-ricotta:b5e12fff16ac4003,base:recipe-version:yogurt-bianco-e-banana:047824242ce72a93,Yogurt bianco e banana,True,riduzione_latticini | varieta_distribuzione
65,Novembre,D5,rice_animal,base:meal:065:05,Cena,20:30,base:recipe-version:manzo-magro-con-pane-bianco-e-cavolfiore:09d23863cdb9eb6e,base:recipe-version:kofte-di-tacchino-delicati-con-riso-e-radicchio:53d6ef52b4a5cd5c,Kofte di tacchino delicati con riso e radicchio,True,backbone_riso
66,Novembre,D1,plant_rice,base:meal:066:01,Colazione,06:30,base:recipe-version:pane-bianco-con-mozzarella-e-pomodoro:d4fa14bfcb3b04d8,base:recipe-version:v6-pane-integrale-burro-di-arachidi-e-banana:7ed21ce5cd13d99d,"Pane integrale, burro di arachidi e banana",True,riduzione_latticini | stagionalita | varieta_distribuzione
66,Novembre,D1,plant_rice,base:meal:066:02,Spuntino,10:30,base:recipe-version:crackers-e-ricotta:b5e12fff16ac4003,base:recipe-version:crackers-e-ricotta:b5e12fff16ac4003,Crackers e ricotta,False,conservato
66,Novembre,D1,plant_rice,base:meal:066:03,Pranzo,13:30,base:recipe-version:salmone-con-polenta-e-funghi:98ea033f289fe02c,base:recipe-version:salmone-con-polenta-e-funghi:98ea033f289fe02c,Salmone con polenta e funghi,False,conservato
66,Novembre,D1,plant_rice,base:meal:066:04,Spuntino,17:30,base:recipe-version:crackers-classici-con-hummus-delicato:62d7d1325ddb969b,base:recipe-version:v6-crackers-integrali-con-hummus-e-carote:f06cae1e98dec421,Crackers integrali con hummus e carote,True,varieta_distribuzione
66,Novembre,D1,plant_rice,base:meal:066:05,Cena,21:00,base:recipe-version:noodles-di-riso-con-pollo-e-finocchi:2ba940cf86c249a7,base:recipe-version:v6-riso-basmati-con-piselli-e-zucca:75aaa80296aeb6f9,Riso basmati con piselli e zucca,True,backbone_vegetale_riso
67,Novembre,D2,pasta_animal,base:meal:067:01,Colazione,09:00,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:aad0f082c2429a2a,base:recipe-version:colazione-leggera-con-latte-e-fette-classiche:f712e5d2a6856be0,Colazione leggera con latte e fette classiche,True,riduzione_uova_albume | varieta_distribuzione
67,Novembre,D2,pasta_animal,base:meal:067:02,Pranzo,13:00,base:recipe-version:orata-con-patate-e-bietole:f7dd5fe6df51d49e,base:recipe-version:salmone-con-polenta-e-carciofi:f669043325b6b4ce,Salmone con polenta e carciofi,True,varieta_distribuzione
67,Novembre,D2,pasta_animal,base:meal:067:03,Pasto preturno,18:30,base:recipe-version:pollo-con-patate-e-funghi:7cb1d5839f736ddb,base:recipe-version:v6-farro-con-tonno-e-radicchio:a2aa957d5bcb6ace,Farro con tonno e radicchio,True,varieta_distribuzione
67,Novembre,D2,pasta_animal,base:meal:067:04,Spuntino notturno,23:30,base:recipe-version:frutta-e-nocciole:c70cdc861837e7bd,base:recipe-version:frutta-e-nocciole:c70cdc861837e7bd,Frutta e nocciole,False,conservato
67,Novembre,D2,pasta_animal,base:meal:067:05,Spuntino notturno,03:30,base:recipe-version:yogurt-bianco-e-banana:047824242ce72a93,base:recipe-version:mini-panino-bianco-con-bresaola:7479944e46394c7c,Mini panino bianco con bresaola,True,varieta_distribuzione
67,Novembre,D2,pasta_animal,base:meal:067:06,Mini-pasto pre-sonno,08:20,base:recipe-version:frutta-e-grana:eab8e6f05d2fd0e9,base:recipe-version:v6-yogurt-con-frutti-di-bosco-e-nocciole:b86f2b6106ba2075,Yogurt con frutti di bosco e nocciole,True,riduzione_latticini | varieta_distribuzione
68,Novembre,D3,plant_pasta,base:meal:068:01,Brunch,15:00,base:recipe-version:brunch-salmone-nordico-con-patate-e-bietole:ccfb3e76efd51dbc,base:recipe-version:v6-pasta-e-lenticchie-con-carote:86363e74837643b7,Pasta e lenticchie con carote,True,riduzione_uova_albume | backbone_vegetale_pasta
68,Novembre,D3,plant_pasta,base:meal:068:02,Spuntino,18:30,base:recipe-version:kefir-e-frutta:5d2d12ec2da1027a,base:recipe-version:v6-fette-integrali-con-burro-di-arachidi-e-confettura:72fcd8752957f6a3,Fette integrali con burro di arachidi e confettura,True,varieta_distribuzione
68,Novembre,D3,plant_pasta,base:meal:068:03,Cena,21:00,base:recipe-version:couscous-marocchino-delicato-con-tacchino-e-finocchi:85ef7b0c5484e314,base:recipe-version:v6c-brunch-completo-con-polenta-manzo-e-broccoli:de9b2e35908b5a3c,"Brunch completo con polenta, manzo e broccoli",True,riduzione_uova_albume | varieta_distribuzione
69,Novembre,D4,rice_animal,base:meal:069:01,Colazione,08:00,base:recipe-version:mini-piadina-con-tacchino-e-robiola:a3ee748df4965850,base:recipe-version:mini-piadina-con-tacchino-e-robiola:a3ee748df4965850,Mini piadina con tacchino e robiola,False,conservato
69,Novembre,D4,rice_animal,base:meal:069:02,Spuntino,11:00,base:recipe-version:kefir-e-fette-classiche:4c24043bb18dbd80,base:recipe-version:piccola-porzione-di-lupini-e-frutta:27a1df3729d2c523,Piccola porzione di lupini e frutta,True,varieta_distribuzione
69,Novembre,D4,rice_animal,base:meal:069:03,Pranzo,13:30,base:recipe-version:frittata-morbida-con-patate-e-funghi:a43a30cd69947d78,base:recipe-version:nasello-con-pane-bianco-e-radicchio:e5aa19fc76b39721,Nasello con pane bianco e radicchio,True,riduzione_uova_albume | varieta_distribuzione
